trade_date;maturity_date;maturity;strike;forward;log_moneyness;implied_vol;ssvi_implied_vol;ticker
2026-04-27;2026-05-29;0.0876712328767123;170.0;271.849163571721;-0.46944892973620267;0.6779607833838462;0.34521765899184126;AAPL
2026-04-27;2026-05-29;0.0876712328767123;180.0;271.849163571721;-0.412290515896254;0.5546006510429382;0.33713789949382006;AAPL
2026-04-27;2026-05-29;0.0876712328767123;185.0;271.849163571721;-0.38489154170813955;0.5329272144443991;0.33325838411763004;AAPL
2026-04-27;2026-05-29;0.0876712328767123;190.0;271.849163571721;-0.3582232946259782;0.5094251077098848;0.32948298530189857;AAPL
2026-04-27;2026-05-29;0.0876712328767123;195.0;271.849163571721;-0.3322478082227175;0.4898652513923645;0.32581009537945627;AAPL
2026-04-27;2026-05-29;0.0876712328767123;200.0;271.849163571721;-0.30693000023842776;0.4634210599801541;0.3222384562006979;AAPL
2026-04-27;2026-05-29;0.0876712328767123;205.0;271.849163571721;-0.2822373876480562;0.4508552112817764;0.3187671278917417;AAPL
2026-04-27;2026-05-29;0.0876712328767123;210.0;271.849163571721;-0.2581398360689957;0.4396435798418522;0.3153954586903481;AAPL
2026-04-27;2026-05-29;0.0876712328767123;215.0;271.849163571721;-0.23460933865880154;0.414112531404972;0.3121230552365019;AAPL
2026-04-27;2026-05-29;0.0876712328767123;220.0;271.849163571721;-0.2116198204341028;0.3955421119928359;0.30894975278247533;AAPL
2026-04-27;2026-05-29;0.0876712328767123;225.0;271.849163571721;-0.18914696458204416;0.3770733184797168;0.3058755848772747;AAPL
2026-04-27;2026-05-29;0.0876712328767123;230.0;271.849163571721;-0.16716805786326905;0.3674340572544933;0.30290075217693097;AAPL
2026-04-27;2026-05-29;0.0876712328767123;235.0;271.849163571721;-0.14566185264230544;0.3509191036063432;0.30002559013832514;AAPL
2026-04-27;2026-05-29;0.0876712328767123;240.0;271.849163571721;-0.12460844344447307;0.3353730232652425;0.29725053547205693;AAPL
2026-04-27;2026-05-29;0.0876712328767123;245.0;271.849163571721;-0.10398915624173737;0.3245045654989778;0.2945760913595633;AAPL
2026-04-27;2026-05-29;0.0876712328767123;250.0;271.849163571721;-0.0837864489242179;0.313781394025296;0.29200279157968734;AAPL
2026-04-27;2026-05-29;0.0876712328767123;255.0;271.849163571721;-0.06398382162803817;0.3024684347095191;0.28953116383647376;AAPL
2026-04-27;2026-05-29;0.0876712328767123;260.0;271.849163571721;-0.044565735770936685;0.2939549559873342;0.28716169272723335;AAPL
2026-04-27;2026-05-29;0.0876712328767123;265.0;271.849163571721;-0.025517540800242183;0.2866732070030868;0.28489478292991177;AAPL
2026-04-27;2026-05-29;0.0876712328767123;270.0;271.849163571721;-0.006825407788089616;0.2819564688879401;0.2827307233119673;AAPL
2026-04-27;2026-05-29;0.0876712328767123;275.0;271.849163571721;0.011523730880106829;0.2720511474828124;0.28066965275886946;AAPL
2026-04-27;2026-05-29;0.0876712328767123;280.0;271.849163571721;0.029542236382785164;0.2675634774223044;0.27871152857874304;AAPL
2026-04-27;2026-05-29;0.0876712328767123;285.0;271.849163571721;0.0472418134821861;0.265619807597816;0.2768560983518116;AAPL
2026-04-27;2026-05-29;0.0876712328767123;290.0;271.849163571721;0.06463355619405531;0.2639373923297077;0.275102876053113;AAPL
2026-04-27;2026-05-29;0.0876712328767123;295.0;271.849163571721;0.08172798955335543;0.2645923727389872;0.2734511231823922;AAPL
2026-04-27;2026-05-29;0.0876712328767123;300.0;271.849163571721;0.09853510786973668;0.2672316658817829;0.2718998354887626;AAPL
2026-04-27;2026-05-29;0.0876712328767123;305.0;271.849163571721;0.11506440982094726;0.2711815158894657;0.27044773568731895;AAPL
2026-04-27;2026-05-29;0.0876712328767123;310.0;271.849163571721;0.13132493069272758;0.2732715523405075;0.2690932723425537;AAPL
2026-04-27;2026-05-29;0.0876712328767123;315.0;271.849163571721;0.14732527203916873;0.2792272472553253;0.26783462485483855;AAPL
2026-04-27;2026-05-29;0.0876712328767123;320.0;271.849163571721;0.16307362900730793;0.2808234593231678;0.2666697142488335;AAPL
2026-04-27;2026-05-29;0.0876712328767123;325.0;271.849163571721;0.17857781554327318;0.2890262488965988;0.26559621924383653;AAPL
2026-04-27;2026-05-29;0.0876712328767123;330.0;271.849163571721;0.19384528767406164;0.2877244837150573;0.26461159690111086;AAPL
2026-04-27;2026-05-29;0.0876712328767123;335.0;271.849163571721;0.208883165038602;0.2880004531651735;0.2637131070037821;AAPL
2026-04-27;2026-05-29;0.0876712328767123;340.0;271.849163571721;0.22369825082374264;0.3085801447508335;0.26289783923796556;AAPL
2026-04-27;2026-05-29;0.0876712328767123;345.0;271.849163571721;0.23829705024489534;0.3315684595501423;0.26216274221124025;AAPL
2026-04-27;2026-05-29;0.0876712328767123;350.0;271.849163571721;0.25268578769699496;0.3430793062469959;0.2615046533635287;AAPL
2026-04-27;2026-05-29;0.0876712328767123;355.0;271.849163571721;0.2668704226889514;0.3494152787194252;0.2609203288890294;AAPL
2026-04-27;2026-05-29;0.0876712328767123;365.0;271.849163571721;0.29464998679602716;0.3955051571204662;0.2599597650781326;AAPL
2026-04-27;2026-05-29;0.0876712328767123;370.0;271.849163571721;0.3082556388518058;0.4801991680823565;0.25957688657264316;AAPL
2026-04-27;2026-06-05;0.1068493150684931;210.0;272.0220996748705;-0.2587757810826942;0.4473328755032421;0.3091827613234127;AAPL
2026-04-27;2026-06-05;0.1068493150684931;215.0;272.0220996748705;-0.23524528367250008;0.3917041696833372;0.3059752216122217;AAPL
