trade_date;maturity_date;maturity;strike;spot;option_price;option_type;implied_vol;ticker;rate;dividend_yield;forward
2026-04-25;2026-12-18;0.6493150684931507;175.0;424.6199951171875;0.335;put;0.4800003866317868;MSFT;0.03618268493150685;0.0086;432.29338633544506
2026-04-25;2026-12-18;0.6493150684931507;180.0;424.6199951171875;0.375;put;0.4728257769750952;MSFT;0.03618268493150685;0.0086;432.29338633544506
2026-04-25;2026-12-18;0.6493150684931507;185.0;424.6199951171875;0.41000000000000003;put;0.46446920744889975;MSFT;0.03618268493150685;0.0086;432.29338633544506
2026-04-25;2026-12-18;0.6493150684931507;190.0;424.6199951171875;0.42;put;0.45238108988285064;MSFT;0.03618268493150685;0.0086;432.29338633544506
2026-04-25;2026-12-18;0.6493150684931507;195.0;424.6199951171875;0.46;put;0.44458614500972626;MSFT;0.03618268493150685;0.0086;432.29338633544506
2026-04-25;2026-12-18;0.6493150684931507;200.0;424.6199951171875;0.475;put;0.4334590031368732;MSFT;0.03618268493150685;0.0086;432.29338633544506
2026-04-25;2026-12-18;0.6493150684931507;205.0;424.6199951171875;0.7;put;0.4447858205297887;MSFT;0.03618268493150685;0.0086;432.29338633544506
2026-04-25;2026-12-18;0.6493150684931507;210.0;424.6199951171875;0.625;put;0.424518308208704;MSFT;0.03618268493150685;0.0086;432.29338633544506
2026-04-25;2026-12-18;0.6493150684931507;215.0;424.6199951171875;0.86;put;0.4324157730503381;MSFT;0.03618268493150685;0.0086;432.29338633544506
2026-04-25;2026-12-18;0.6493150684931507;220.0;424.6199951171875;0.9;put;0.4226219868144393;MSFT;0.03618268493150685;0.0086;432.29338633544506
2026-04-25;2026-12-18;0.6493150684931507;225.0;424.6199951171875;1.055;put;0.4207559147713483;MSFT;0.03618268493150685;0.0086;432.29338633544506
2026-04-25;2026-12-18;0.6493150684931507;230.0;424.6199951171875;1.22;put;0.4182987137819231;MSFT;0.03618268493150685;0.0086;432.29338633544506
2026-04-25;2026-12-18;0.6493150684931507;235.0;424.6199951171875;1.35;put;0.4129277403154075;MSFT;0.03618268493150685;0.0086;432.29338633544506
2026-04-25;2026-12-18;0.6493150684931507;240.0;424.6199951171875;1.595;put;0.4126882041971237;MSFT;0.03618268493150685;0.0086;432.29338633544506
2026-04-25;2026-12-18;0.6493150684931507;245.0;424.6199951171875;1.67;put;0.40351832945562904;MSFT;0.03618268493150685;0.0086;432.29338633544506
2026-04-25;2026-12-18;0.6493150684931507;250.0;424.6199951171875;1.935;put;0.40232035084104534;MSFT;0.03618268493150685;0.0086;432.29338633544506
2026-04-25;2026-12-18;0.6493150684931507;255.0;424.6199951171875;2.16;put;0.39848129094468066;MSFT;0.03618268493150685;0.0086;432.29338633544506
2026-04-25;2026-12-18;0.6493150684931507;260.0;424.6199951171875;2.3499999999999996;put;0.39274181183554235;MSFT;0.03618268493150685;0.0086;432.29338633544506
2026-04-25;2026-12-18;0.6493150684931507;265.0;424.6199951171875;2.62;put;0.38919265397222336;MSFT;0.03618268493150685;0.0086;432.29338633544506
2026-04-25;2026-12-18;0.6493150684931507;270.0;424.6199951171875;3.07;put;0.390234021413982;MSFT;0.03618268493150685;0.0086;432.29338633544506
2026-04-25;2026-12-18;0.6493150684931507;275.0;424.6199951171875;3.275;put;0.38328274286601693;MSFT;0.03618268493150685;0.0086;432.29338633544506
2026-04-25;2026-12-18;0.6493150684931507;280.0;424.6199951171875;3.625;put;0.3797877879657;MSFT;0.03618268493150685;0.0086;432.29338633544506
2026-04-25;2026-12-18;0.6493150684931507;285.0;424.6199951171875;4.025;put;0.376805395655036;MSFT;0.03618268493150685;0.0086;432.29338633544506
2026-04-25;2026-12-18;0.6493150684931507;290.0;424.6199951171875;4.35;put;0.37144507651664316;MSFT;0.03618268493150685;0.0086;432.29338633544506
2026-04-25;2026-12-18;0.6493150684931507;295.0;424.6199951171875;4.975;put;0.3718427139235736;MSFT;0.03618268493150685;0.0086;432.29338633544506
2026-04-25;2026-12-18;0.6493150684931507;300.0;424.6199951171875;5.324999999999999;put;0.3658376961750686;MSFT;0.03618268493150685;0.0086;432.29338633544506
2026-04-25;2026-12-18;0.6493150684931507;305.0;424.6199951171875;5.949999999999999;put;0.36445792343027883;MSFT;0.03618268493150685;0.0086;432.29338633544506
2026-04-25;2026-12-18;0.6493150684931507;310.0;424.6199951171875;6.525;put;0.36135814724578696;MSFT;0.03618268493150685;0.0086;432.29338633544506
2026-04-25;2026-12-18;0.6493150684931507;315.0;424.6199951171875;7.15;put;0.358393263796024;MSFT;0.03618268493150685;0.0086;432.29338633544506
2026-04-25;2026-12-18;0.6493150684931507;320.0;424.6199951171875;7.8500000000000005;put;0.3558861811794787;MSFT;0.03618268493150685;0.0086;432.29338633544506
2026-04-25;2026-12-18;0.6493150684931507;325.0;424.6199951171875;8.575;put;0.35302441374455396;MSFT;0.03618268493150685;0.0086;432.29338633544506
2026-04-25;2026-12-18;0.6493150684931507;330.0;424.6199951171875;9.425;put;0.35117905431137986;MSFT;0.03618268493150685;0.0086;432.29338633544506
2026-04-25;2026-12-18;0.6493150684931507;335.0;424.6199951171875;10.275;put;0.3485751514193416;MSFT;0.03618268493150685;0.0086;432.29338633544506
2026-04-25;2026-12-18;0.6493150684931507;340.0;424.6199951171875;11.2;put;0.34620668682707845;MSFT;0.03618268493150685;0.0086;432.29338633544506
2026-04-25;2026-12-18;0.6493150684931507;345.0;424.6199951171875;12.225;put;0.34430680778129025;MSFT;0.03618268493150685;0.0086;432.29338633544506
2026-04-25;2026-12-18;0.6493150684931507;350.0;424.6199951171875;13.3;put;0.3422367761351503;MSFT;0.03618268493150685;0.0086;432.29338633544506
2026-04-25;2026-12-18;0.6493150684931507;355.0;424.6199951171875;14.45;put;0.34026211190157757;MSFT;0.03618268493150685;0.0086;432.29338633544506
2026-04-25;2026-12-18;0.6493150684931507;360.0;424.6199951171875;15.7;put;0.33860670498273143;MSFT;0.03618268493150685;0.0086;432.29338633544506
2026-04-25;2026-12-18;0.6493150684931507;365.0;424.6199951171875;17.025;put;0.33697104209851847;MSFT;0.03618268493150685;0.0086;432.29338633544506
2026-04-25;2026-12-18;0.6493150684931507;370.0;424.6199951171875;18.35;put;0.3346253762783223;MSFT;0.03618268493150685;0.0086;432.29338633544506
2026-04-25;2026-12-18;0.6493150684931507;375.0;424.6199951171875;19.9;put;0.3336898815656714;MSFT;0.03618268493150685;0.0086;432.29338633544506
2026-04-25;2026-12-18;0.6493150684931507;380.0;424.6199951171875;21.475;put;0.33224035277399416;MSFT;0.03618268493150685;0.0086;432.29338633544506
2026-04-25;2026-12-18;0.6493150684931507;385.0;424.6199951171875;23.2;put;0.33139292390638586;MSFT;0.03618268493150685;0.0086;432.29338633544506
2026-04-25;2026-12-18;0.6493150684931507;390.0;424.6199951171875;24.8;put;0.32877240622293946;MSFT;0.03618268493150685;0.0086;432.29338633544506
